id,brand,title,price,href
261755756,Goodram,"SSD диск Goodram CX400 Gen.2 128GB 2.5"" SATAIII 3D NAND TLC (SSDPR-CX400-128-G2)",639.0,https://hard.rozetka.com.ua/ua/goodram_ssdpr_cx400_128_g2/p261755756/
472076704,Samsung,SSD диск Samsung 990 Evo Plus 1TB M.2 PCIe 4.0 x4/5.0 x2 NVMe 2.0 V-NAND TLC (MZ-V9S1T0BW),3819.0,https://hard.rozetka.com.ua/ua/samsung-mz-v9s1t0bw/p472076704/
504411789,Acer,"SSD диск Acer SA100 960GB 2.5"" SATAIII 3D NAND TLC (BL.9BWWA.104)",2419.0,https://hard.rozetka.com.ua/ua/acer-bl9bwwa104/p504411789/
413066814,Samsung,"SSD диск Samsung 870 Evo-Series 1TB 2.5"" SATA III V-NAND 3bit MLC (TLC) (MZ-77E1T0B/EU)",4249.0,https://hard.rozetka.com.ua/ua/samsung-mz-77e1t0b-eu/p413066814/
365442753,HP,SSD диск HP P500 250GB USB Type-C TLC Black (7NL52AA) External,1339.0,https://hard.rozetka.com.ua/ua/hp-7nl52aa/p365442753/
496289359,Western Digital,SSD диск Western Digital Green SN3000 500GB M.2 2280 NVMe PCIe 4.0 x4 3D NAND QLC (WDS500G4G0E),1679.0,https://hard.rozetka.com.ua/ua/western-digital-wds500g4g0e/p496289359/
323279839,Kingston Fury,SSD диск Kingston FURY Renegade 2TB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SFYRD/2000G),7339.0,https://hard.rozetka.com.ua/ua/kingston-sfyrs-2000g/p323279839/
286247003,Apacer,"SSD диск Apacer AS350X 128GB 2.5"" SATAIII 3D NAND (AP128GAS350XR-1)",499.0,https://hard.rozetka.com.ua/ua/apacer_ap128gas350xr_1/p286247003/
277695048,SanDisk,SSD диск SanDisk Extreme Portable V2 2TB USB 3.2 Type-C (SDSSDE61-2T00-G25) External,7819.0,https://hard.rozetka.com.ua/ua/sandisk_sdssde61_2t00_g25/p277695048/
275321178,Patriot,"SSD диск Patriot Burst Elite 960GB 2.5"" SATAIII 3D TLC NAND (PBE960GS25SSDR)",2389.0,https://hard.rozetka.com.ua/ua/patriot_pbe960gs25ssdr/p275321178/
458203619,Goodram,SSD диск Goodram PX500 Gen.3 512GB M.2 2280 PCIe 3.0 x4 NVMe 3D NAND QLC (SSDPR-PX500-512-80-G3),1519.0,https://hard.rozetka.com.ua/ua/goodram-ssdpr-px500-512-80-g3/p458203619/
323284069,Kingston,SSD диск Kingston KC3000 2TB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SKC3000D/2048G),7379.0,https://hard.rozetka.com.ua/ua/kingston-skc3000s-2048g/p323284069/
408830352,Transcend,SSD диск Transcend ESD310C 1TB USB Type-A/USB Type-C 3D NAND (TS1TESD310C) External,3599.0,https://hard.rozetka.com.ua/ua/transcend-ts1tesd310c/p408830352/
375550575,Patriot,"Patriot P220 128GB 2.5"" SATAIII TLC (P220S128G25)",740.0,https://hard.rozetka.com.ua/ua/375550575/p375550575/
215795815,Goodram,"SSD диск Goodram CL100 Gen.3 240GB 2.5"" SATA III 3D NAND TLC (SSDPR-CL100-240-G3)",869.0,https://hard.rozetka.com.ua/ua/goodram_ssdpr_cl100_240_g3/p215795815/
14064146,Apacer,"Apacer AS340 Panther 120GB 2.5"" SATAIII TLC (AP120GAS340G-1)",469.0,https://hard.rozetka.com.ua/ua/apacer_as340_ap120gas340g_1/p14064146/
389797485,Kingston,SSD диск Kingston XS1000 Portable 1000GB USB 3.2 Gen 2 (SXS1000/1000G),3849.0,https://hard.rozetka.com.ua/ua/kingston-sxs1000-1000g/p389797485/
323273938,Kingston Fury,SSD диск Kingston FURY Renegade 1TB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SFYRS/1000G),4449.0,https://hard.rozetka.com.ua/ua/kingston-sfyrs-1000g/p323273938/
86548458,Team Group,"SSD диск Team GX2 256GB 2.5"" SATAIII TLC (T253X2256G0C101)",999.0,https://hard.rozetka.com.ua/ua/team_t253x2256g0c101/p86548458/
357391920,Crucial,SSD диск Crucial P3 500GB M.2 2280 NVMe PCIe 3.0 x4 3D NAND QLC(CT500P3SSD8),1709.0,https://hard.rozetka.com.ua/ua/crucial-ct500p3ssd8/p357391920/
349390659,Western Digital,SSD диск Western Digital Black SN850X 1TB NVMe M.2 2280 PCIe 4.0 x4 (WDS100T2X0E),3809.0,https://hard.rozetka.com.ua/ua/western-digital-wds100t2x0e/p349390659/
501161519,Samsung,SSD диск Samsung 9100 Pro 2TB M.2 PCIe 5.0 x4 V-NAND TLC (MZ-VAP2T0BW),14459.0,https://hard.rozetka.com.ua/ua/samsung-mz-vap2t0bw/p501161519/
72919203,Samsung,SSD диск Samsung 970 Evo Plus 250GB M.2 PCIe 3.0 x4 V-NAND MLC (MZ-V7S250BW),2409.0,https://hard.rozetka.com.ua/ua/samsung_mz_v7s250bw/p72919203/
406950279,Apacer,"SSD диск Apacer AS350 Panther 1TB 2.5"" SATAIII 3D TLC (AP1TBAS350-1)",2590.0,https://hard.rozetka.com.ua/ua/apacer-ap1tbas350-1/p406950279/
421861086,Samsung,SSD диск Samsung 990 Pro 4TB M.2 PCIe 4.0 x4 NVMe 2.0 V-NAND 3bit TLC (MZ-V9P4T0BW),14489.0,https://hard.rozetka.com.ua/ua/samsung-mz-v9p4t0bw/p421861086/
453026279,Samsung,SSD диск Samsung Portable T7 4TB USB 3.2 Type-C (MU-PC4T0T/WW) External Grey,13689.0,https://hard.rozetka.com.ua/ua/samsung-mu-pc4t0t-ww/p453026279/
466759804,Kingston,SSD диск Kingston 4TB M.2 PCI Express 4.0 x4 3D QLC (SNV3S/4000G),11819.0,https://hard.rozetka.com.ua/ua/kingston-snv3s-4000g/p466759804/
477981234,Gigabyte,SSD диск Gigabyte Gen4 4000E 500GB M.2 2280 NVMe PCIe 4.0 x4 3D NAND Flash (G440E500G),1519.0,https://hard.rozetka.com.ua/ua/gigabyte-g440e500g/p477981234/
440564897,Patriot,SSD диск Patriot P320 256GB M.2 2280 PCIe Gen 3.0 x4 NVMe TLC (P320P256GM28),1089.0,https://hard.rozetka.com.ua/ua/patriot-p320p256gm28/p440564897/
323283631,Kingston,SSD диск Kingston KC3000 512GB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SKC3000S/512G),2699.0,https://hard.rozetka.com.ua/ua/kingston-skc3000s-512g/p323283631/
393614517,Crucial,"Crucial BX500 2TB 2.5"" SATAIII 3D NAND TLC (CT2000BX500SSD1)",5183.0,https://hard.rozetka.com.ua/ua/crucial-ct2000bx500ssd1/p393614517/
357398679,Crucial,SSD диск Crucial P3 Plus 500GB M.2 2280 NVMe PCIe 4.0 x4 3D NAND QLC (CT500P3PSSD8),1789.0,https://hard.rozetka.com.ua/ua/crucial-ct500p3pssd8/p357398679/
396055839,Samsung,SSD диск Samsung 990 Pro 2TB M.2 PCIe 4.0 x4 V-NAND 3-bit MLC (MZ-V9P2T0GW),7839.0,https://hard.rozetka.com.ua/ua/samsung-mz-v9p2t0gw/p396055839/
376647795,Goodram,SSD диск Goodram PX600 500GB M.2 2280 PCIe 4.0 x4 NVMe 3D NAND QLC (SSDPR-PX600-500-80),1799.0,https://hard.rozetka.com.ua/ua/goodram-ssdpr-px600-500-80/p376647795/
387068100,Samsung,SSD диск Samsung 990 Pro 1TB M.2 PCIe 4.0 x4 V-NAND 3-bit MLC (MZ-V9P1T0CW),5199.0,https://hard.rozetka.com.ua/ua/samsung-mz-v9p1t0cw/p387068100/
345535402,Patriot,SSD диск Patriot P310 240GB M.2 2280 NVMe PCIe 3.0 x4 3D NAND TLC (P310P240GM28),939.0,https://hard.rozetka.com.ua/ua/patriot-p310p240gm28/p345535402/
442809725,Kingston,SSD диск Kingston XS1000 Portable 1000GB USB 3.2 Gen 2 Red (SXS1000R/1000G),3849.0,https://hard.rozetka.com.ua/ua/kingston-sxs1000r-1000g/p442809725/
369247746,Samsung,SSD диск Samsung T7 Shield 1TB USB 3.2 Type-C Black (MU-PE1T0S/EU) External,5189.0,https://hard.rozetka.com.ua/ua/samsung-mu-pe1t0s-eu/p369247746/
336331042,Western Digital,SSD диск Western Digital Black SN770 NVMe 1TB M.2 PCIe 4.0 x4 (WDS100T3X0E),3119.0,https://hard.rozetka.com.ua/ua/western-digital-wds100t3x0e/p336331042/
131105042,Kingston,"SSD диск Kingston KC600 256GB 2.5"" SATAIII 3D NAND TLC (SKC600/256G)",1369.0,https://hard.rozetka.com.ua/ua/kingston_skc600_256g/p131105042/
286240758,Apacer,"Apacer AS340X 240GB 2.5"" SATAIII 3D NAND (AP240GAS340XC-1)",699.0,https://hard.rozetka.com.ua/ua/apacer_ap240gas340xc_1/p286240758/
391599003,Transcend,SSD диск Transcend ESD270C 2TB USB 3.1 Type-C 3D NAND TLC (TS2TESD270C) External,5889.0,https://hard.rozetka.com.ua/ua/transcend-ts2tesd270c/p391599003/
353854134,MSI,"SSD диск MSI SPATIUM S270 240GB 2.5"" SATAIII 3D NAND (S78-440N070-P83)",899.0,https://hard.rozetka.com.ua/ua/msi-s78-440n070-p83/p353854134/
429177098,Western Digital,SSD диск Western Digital Blue SN580 NVMe 250GB M.2 2280 PCIe 4.0 x4 3D NAND (TLC) (WDS250G3B0E),1389.0,https://hard.rozetka.com.ua/ua/western-digital-wds250g3b0e/p429177098/
354111201,Goodram,SSD диск Goodram PX500 Gen.2 256GB M.2 2280 PCIe 3.0 x4 NVMe 3D NAND TLC (SSDPR-PX500-256-80-G2),1019.0,https://hard.rozetka.com.ua/ua/goodram-ssdpr-px500-256-80-g2/p354111201/
477939314,Western Digital,SSD диск Western Digital Black SN7100 500GB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (WDS500G4X0E),2559.0,https://hard.rozetka.com.ua/ua/western-digital-wds500g4x0e/p477939314/
505500179,Samsung,SSD диск Samsung 9100 Pro 1TB M.2 PCIe 5.0 x4 V-NAND TLC (MZ-VAP1T0BW),8953.0,https://hard.rozetka.com.ua/ua/samsung-mz-vap1t0bw/p505500179/
436736477,Samsung,SSD диск Samsung Portable T9 1TB USB 3.2 Type-C Gen 2x2 (MU-PG1T0B/EU) External Black,5300.0,https://hard.rozetka.com.ua/ua/samsung-mu-pg1t0b-eu/p436736477/
277806733,SanDisk,SSD диск SanDisk Extreme PRO Portable V2 1TB USB 3.2 Type-C (SDSSDE81-1T00-G25) External,6229.0,https://hard.rozetka.com.ua/ua/sandisk_sdssde81_1t00_g25/p277806733/
358532337,Kingston Fury,SSD диск Kingston FURY Renegade with Heatsink 1TB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (SFYRSK/1000G),5079.0,https://hard.rozetka.com.ua/ua/kingston-fury-exhyperx-sfyrsk-1000g/p358532337/
234935635,Samsung,"SSD диск Samsung 870 QVO 1TB 2.5"" V-NAND 4bit MLC (QLC) SATA III (MZ-77Q1T0BW)",3699.0,https://hard.rozetka.com.ua/ua/samsung_mz_77q1t0bw/p234935635/
131123333,Kingston,"SSD диск Kingston KC600 512GB 2.5"" SATAIII 3D NAND TLC (SKC600/512G)",2679.0,https://hard.rozetka.com.ua/ua/kingston_skc600_512g/p131123333/
83374176,Transcend,SSD диск Transcend ESD240C 240GB USB 3.1 Type-C 3D NAND TLC (TS240GESD240C) External,1599.0,https://hard.rozetka.com.ua/ua/transcend_ts240gesd240c/p83374176/
505660054,Samsung,SSD диск Samsung T7 Shield 2TB USB 3.2 Type-C Blue (MU-PE2T0R/WW) External,8019.0,https://hard.rozetka.com.ua/ua/samsung-mu-pe2t0r-ww/p505660054/
429989186,Transcend,SSD диск Transcend MTE410S 2TB NVMe M.2 2242 PCIe 4.0 x4 3D NAND TLC (TS2TMTE410S),10919.0,https://hard.rozetka.com.ua/ua/transcend-ts2tmte410s/p429989186/
316526614,Kingston,SSD диск Kingston XS2000 Portable 1TB USB 3.2 Gen2 (2x2) Type-C IP55 3D NAND (SXS2000/1000G),4639.0,https://hard.rozetka.com.ua/ua/kingston-sxs2000-1000g/p316526614/
358521642,Kingston Fury,SSD диск Kingston FURY Renegade with Heatsink 500GB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (SFYRSK/500G),3249.0,https://hard.rozetka.com.ua/ua/kingston-fury-exhyperx-sfyrsk-500g/p358521642/
135045840,Apacer,"SSD диск Apacer AS350 Panther 128GB 2.5"" SATAIII 3D TLC (95.DB260.P100C/AP128GAS350-1)",539.0,https://hard.rozetka.com.ua/ua/apacer_95_db260_p100c/p135045840/
364604172,Samsung,Samsung Portable SSD T7 2TB USB 3.2 Type-C (MU-PC2T0H/WW) External Blue,6632.0,https://hard.rozetka.com.ua/ua/samsung-diasa1zew0149-action/p364604172/
503392249,Intel,SSD диск Intel D5-P5530 1.92TB U.2 NVMe PCIe 4.0 x4 3D NAND TLC (SSDPF2KX019XZN1),8939.0,https://hard.rozetka.com.ua/ua/intel-ssdpf2kx019xzn1/p503392249/
12991699,Transcend,"SSD диск Transcend SSD230S Premium 128GB 2.5"" SATA III 3D V-NAND TLC (TS128GSSD230S)",1019.0,https://hard.rozetka.com.ua/ua/transcend_ts128gssd230s/p12991699/
93909002,Gigabyte,"SSD диск Gigabyte 480GB 2.5"" SATAIII NAND TLC (GP-GSTFS31480GNTD)",1339.0,https://hard.rozetka.com.ua/ua/gigabyte_gp_gstfs31480gntd/p93909002/
323284093,Kingston,SSD диск Kingston KC3000 4TB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SKC3000D/4096G),14439.0,https://hard.rozetka.com.ua/ua/kingston-skc3000s-4096g/p323284093/
323271967,Kingston Fury,SSD диск Kingston FURY Renegade 500GB M.2 2280 NVMe PCIe Gen 4.0 x4 3D TLC NAND (SFYRS/500G),2819.0,https://hard.rozetka.com.ua/ua/kingston-sfyrs-500g/p323271967/
364600170,Samsung,Samsung 980 Pro 2TB M.2 PCIe 4.0 x4 V-NAND 3bit MLC (MZ-V8P2T0BW),10437.0,https://hard.rozetka.com.ua/ua/samsung-diasa1ssd0059-action/p364600170/
53682576,ADATA,"SSD диск ADATA Ultimate SU650 960GB 2.5"" SATA III 3D NAND TLC (ASU650SS-960GT-R)",2269.0,https://hard.rozetka.com.ua/ua/adata_asu650ss_960gt_r/p53682576/
503384109,Crucial,SSD диск Crucial P310 2TB M.2 2230 NVMe PCIe 4.0 x4 3D NAND QLC (CT2000P310SSD2),7899.0,https://hard.rozetka.com.ua/ua/crucial-ct2000p310ssd2/p503384109/
425511654,Apacer,"SSD диск Apacer AS340X 120GB 2.5"" SATAIII 3D NAND (AP120GAS340XC)",479.0,https://hard.rozetka.com.ua/ua/apacer-ap120gas340xc/p425511654/
364609773,Silicon Power,"Silicon Power A55 256GB 2.5"" SATAIII TLC (SP256GBSS3A55S25)",918.0,https://hard.rozetka.com.ua/ua/silicon-power-diaslpssd0002-action/p364609773/
393186270,Patriot,SSD диск Patriot P400 Lite 500GB M.2 2280 NVMe PCIe 4.0 x4 TLC (P400LP500GM28H),1709.0,https://hard.rozetka.com.ua/ua/patriot-p400lp500gm28h/p393186270/
399085038,Transcend,SSD диск Transcend ESD310P 512GB USB Type-A/USB Type-C 3D NAND (TS512GESD310P) External,1979.0,https://hard.rozetka.com.ua/ua/transcend-ts512gesd310p/p399085038/
506294609,Western Digital,SSD диск Western Digital Red SN700 NVMe 250GB M.2 2280 PCIe 3.0 x4 (WDS250G1R0C),2069.0,https://hard.rozetka.com.ua/ua/western-digital-wds250g1r0c/p506294609/
506292129,Western Digital,SSD диск Western Digital Blue SA510 1TB M.2 2280 SATAIII 3D NAND TLC (WDS500G3B0B),3399.0,https://hard.rozetka.com.ua/ua/western-digital-wds100t3b0b/p506292129/
506294189,Western Digital,"SSD диск Western Digital Blue SA510 500GB 2.5"" SATAIII 3D NAND TLC (WDS500G3B0A)",2069.0,https://hard.rozetka.com.ua/ua/western-digital-wds500g3b0a/p506294189/
131126259,Kingston,"SSD диск Kingston KC600 1TB 2.5"" SATAIII 3D NAND TLC (SKC600/1024G)",4689.0,https://hard.rozetka.com.ua/ua/kingston_skc600_1024g/p131126259/
234596293,Apacer,SSD диск Apacer AS2280P4 256GB NVMe M.2 2280 PCIe 3.0 x4 3D NAND TLC (AP256GAS2280P4-1),839.0,https://hard.rozetka.com.ua/ua/apacer_ap256gas2280p4_1/p234596293/
358539690,Kingston Fury,SSD диск Kingston FURY Renegade with Heatsink 2TB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (SFYRDK/2000G),8119.0,https://hard.rozetka.com.ua/ua/kingston-fury-exhyperx-sfyrdk-2000g/p358539690/
417576903,Goodram,SSD диск Goodram PX700 1TB M.2 2280 PCIe 4.0 x4 NVMe 3D NAND (SSDPR-PX700-01T-80),3140.0,https://hard.rozetka.com.ua/ua/goodram-ssdpr-px700-01t-80/p417576903/
422630745,Samsung,SSD диск Samsung PM9A1 512GB M.2 NVMe PCIe 4.0 x4 TLC OEM (MZVL2512HCJQ),3269.0,https://hard.rozetka.com.ua/ua/samsung-mzvl2512hcjq/p422630745/
506308029,Lexar,SSD диск Lexar NM800PRO 2TB M.2 2280 NVMe PCIe 4.0 x4 3D NAND TLC (LNMPLY8002T-RNNNG),9199.0,https://hard.rozetka.com.ua/ua/lexar-lnmply8002t-rnnng/p506308029/
275080888,Transcend,"SSD диск Transcend SSD220S 960GB 2.5"" SATA III TLC (TS960GSSD220S)",3189.0,https://hard.rozetka.com.ua/ua/transcend_ts960gssd220s/p275080888/
383996817,ASUS,SSD диск ASUS TUF Gaming AS1000 1TB USB 3.2 Type-C External (ESD-T1B10),4539.0,https://hard.rozetka.com.ua/ua/asus-esd-t1b10/p383996817/
180140570,Kingston,"SSD диск Kingston KC600 2TB 2.5"" SATAIII 3D NAND TLC (SKC600/2048G)",8659.0,https://hard.rozetka.com.ua/ua/kingston_skc600_2048g/p180140570/
266667191,HP,SSD диск HP EX900 250GB NVMe M.2 2280 PCIe 3.0 x4 3D NAND TLC (2YY43AA#ABB),1119.0,https://hard.rozetka.com.ua/ua/hp_2yy43aa_abb/p266667191/
503383734,Crucial,SSD диск Crucial T705 1TB M.2 2280 NVMe PCIe 5.0 x4 3D NAND QLC (CT1000T705SSD5),8799.0,https://hard.rozetka.com.ua/ua/crucial-ct1000t705ssd5/p503383734/
504658869,Samsung,SSD диск Samsung T5 Evo 2TB USB Type-C 3D QLC Black (MU-PH2T0S/EU),6293.0,https://hard.rozetka.com.ua/ua/samsung-mu-ph2t0s-eu/p504658869/
442859777,Kingston,SSD диск Kingston XS1000 Portable 2000GB USB 3.2 Gen 2 Red (SXS1000R/2000G),6119.0,https://hard.rozetka.com.ua/ua/kingston-sxs1000r-2000g/p442859777/
453864368,Kingston,SSD диск Kingston NV3 1TB M.2 2280 NVMe PCIe 4.0 x4 3D NAND (SNV3S/1000G),2573.0,https://hard.rozetka.com.ua/ua/kingston-snv3s-1000g/p453864368/
441843560,Prologix,"SSD диск Prologix S360 256GB 2.5"" SATAIII TLC (PRO256GS360)",709.0,https://hard.rozetka.com.ua/ua/prologix-pro256gs360/p441843560/
506291429,Western Digital,SSD диск Western Digital Blue SN5000 1TB M.2 PCIe 4.0 x4 3D NAND TLC (WDS100T4B0E),3039.0,https://hard.rozetka.com.ua/ua/western-digital-wds100t4b0e/p506291429/
396907284,Prologix,"SSD диск Prologix S320 120GB 2.5"" SATAIII TLC (PRO120GS320)",479.0,https://hard.rozetka.com.ua/ua/prologix-pro120gs320/p396907284/
316527697,Kingston,SSD диск Kingston XS2000 Portable 2TB USB 3.2 Gen2 (2x2) Type-C IP55 3D NAND (SXS2000/2000G),7519.0,https://hard.rozetka.com.ua/ua/kingston-sxs2000-2000g/p316527697/
395441364,Lexar,SSD диск Lexar NM620 256GB M.2 2280 NVMe PCIe 3.0 x4 3D NAND TLC (LNM620X256G-RNNNG),949.0,https://hard.rozetka.com.ua/ua/lexar-lnm620x256g-rnnng/p395441364/
442964147,Team Group,"SSD диск Team Group T-FORCE VULCAN Z 1TB 2.5"" SATAIII 3D NAND TLC (T253TZ001T0C101)",2449.0,https://hard.rozetka.com.ua/ua/team-group-t253tz001t0c101/p442964147/
504658874,Intenso,SSD диск Intenso TX100 500 GB USB 3.2 Black (3826451),2136.0,https://hard.rozetka.com.ua/ua/intenso-4034303034888/p504658874/
437833892,Wibrand,"SSD диск Wibrand Caiman 128GB 2.5"" SATAIII 3D NAND (TLC) Bulk (WI2.5SSD/CA128GB)",409.0,https://hard.rozetka.com.ua/ua/wibrand-wi25ssd-ca128gb/p437833892/
436709108,HP,"SSD диск HP S750 256GB 2.5"" SATAIII TLC (16L52AA)",939.0,https://hard.rozetka.com.ua/ua/hp-16l52aa/p436709108/
442535516,Patriot,SSD диск Patriot Transporter Lite 512GB USB 3.2 Type-C Red (PTPL512GPEC) External,2029.0,https://hard.rozetka.com.ua/ua/patriot-ptpl512gpec/p442535516/
504658919,Intenso,SSD диск Intenso TX100 1TB USB 3.2 Black (3826461),3476.0,https://hard.rozetka.com.ua/ua/intenso-4034303034918/p504658919/
450999611,Dato,SSD диск Dato DP700 Pro 1TB M.2 2280 PCIe 3.0 x4 NVMe 3D NAND (DP700PSSD-1TB),2519.0,https://hard.rozetka.com.ua/ua/dato-dp700pssd-1tb/p450999611/
369180435,Samsung,SSD диск Samsung T7 Shield 1TB USB 3.2 Type-C Beige (MU-PE1T0K/EU) External,5179.0,https://hard.rozetka.com.ua/ua/samsung-mu-pe1t0k-eu/p369180435/
381999168,Transcend,SSD диск Transcend 115S 1TB M.2 2280 PCIe Gen3x4 NVMe 3D NAND TLC (TS1TMTE115S),2719.0,https://hard.rozetka.com.ua/ua/transcend-ts1tmte115s/p381999168/
408830295,Transcend,SSD диск Transcend 400S 256GB NVMe M.2 2242 PCIe 3.0 x4 3D NAND TLC (TS256GMTE400S),1803.0,https://hard.rozetka.com.ua/ua/transcend-ts256gmte400s/p408830295/
422630754,Samsung,SSD диск Samsung T5 Evo 2TB USB Type-C 3D QLC (MU-PH2T0S/EU) External,6099.0,https://hard.rozetka.com.ua/ua/samsung-mu-ph2t0s-eu/p422630754/
174816776,Apacer,"SSD диск Apacer AS340 Panther 120GB 2.5"" SATAIII TLC BULK (AP120GAS340G)",489.0,https://hard.rozetka.com.ua/ua/apacer_ap120gas340g/p174816776/
390507354,OCPC,"SSD диск OCPC XTL-200 1TB 2.5"" SATAIII 3D NAND (TLC) (SSD25S3T1TBLT)",2429.0,https://hard.rozetka.com.ua/ua/ocpc-ssd25s3t1tblt/p390507354/
273874698,Silicon Power,SSD диск Silicon Power A55 1TB M.2 2280 SATAIII SLC (SP001TBSS3A55M28),2529.0,https://hard.rozetka.com.ua/ua/silicon_power_sp001tbss3a55m28/p273874698/
316497406,Kingston,SSD диск Kingston XS2000 Portable 500GB USB 3.2 Gen2 (2x2) Type-C IP55 3D NAND (SXS2000/500G),2989.0,https://hard.rozetka.com.ua/ua/kingston-sxs2000-500g/p316497406/
484458999,Apacer,SSD диск Apacer AS2280Q4U5 (For PS5) 512GB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (AP512GAS2280Q4U5-1),2159.0,https://hard.rozetka.com.ua/ua/apacer-ap512gas2280q4u5-1/p484458999/
9971798,Silicon Power,"SSD диск Silicon Power Slim S55 480GB 2.5"" SATAIII TLC (SP480GBSS3S55S25)",1379.0,https://hard.rozetka.com.ua/ua/silicon_power_sp480gbss3s55s25/p9971798/
393616740,Goodram,Goodram PX600 1TB M.2 NVMe PCIe 4.0 x4 3D NAND (TLC) (SSDPR-PX600-1K0-80),2150.0,https://hard.rozetka.com.ua/ua/goodram-ssdpr-px600-1k0-80/p393616740/
484456084,Apacer,SSD диск Apacer AS2280Q4U 512GB NVMe M.2 2280 PCIe 4.0 x4 3D NAND TLC (AP512GAS2280Q4U-1),2189.0,https://hard.rozetka.com.ua/ua/apacer-ap512gas2280q4u-1/p484456084/
436615109,SanDisk,SSD диск SanDisk Portable 2TB USB 3.2 Type-C (SDSSDE30-2T00-G26) External,5899.0,https://hard.rozetka.com.ua/ua/sandisk-sdssde30-2t00-g26/p436615109/
413109474,Apacer,SSD диск Apacer AS2280P4X 256GB NVMe M.2 2280 PCIe 3.0 x4 3D NAND TLC (AP256GAS2280P4X-1),859.0,https://hard.rozetka.com.ua/ua/apacer-ap256gas2280p4x-1/p413109474/
437833901,Wibrand,"SSD диск Wibrand Caiman 128GB 2.5"" SATAIII 3D NAND (TLC) (WI2.5SSD/CA128GBST)",399.0,https://hard.rozetka.com.ua/ua/wibrand-wi25ssd-ca128gbst/p437833901/
